accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,fileURL,yearMonthDay,ticker
0000002488-24-000098,2024-06-11,2024-06-07,2024-06-11T21:40:41.000Z,,4,,,,7392,0,0,xslF345X05/wk-form4_1718142034.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000098/xslF345X05/wk-form4_1718142034.xml,20240607,AMD
0001950047-24-004585,2024-06-10,,2024-06-10T21:22:35.000Z,33,144,001-07882,241033839,,4702,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000195004724004585/xsl144X01/primary_doc.xml,20240610,AMD
0000002488-24-000096,2024-06-10,2024-06-06,2024-06-10T20:16:19.000Z,,4,,,,4482,0,0,xslF345X05/wk-form4_1718050570.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000096/xslF345X05/wk-form4_1718050570.xml,20240606,AMD
0000002488-24-000094,2024-06-07,2024-06-05,2024-06-07T20:16:25.000Z,,4,,,,21495,0,0,xslF345X05/wk-form4_1717791375.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000094/xslF345X05/wk-form4_1717791375.xml,20240605,AMD
0000002488-24-000092,2024-06-06,2024-06-04,2024-06-06T20:11:40.000Z,,4,,,,4482,0,0,xslF345X05/wk-form4_1717704689.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000092/xslF345X05/wk-form4_1717704689.xml,20240604,AMD
0001950047-24-004452,2024-06-05,,2024-06-05T20:27:23.000Z,33,144,001-07882,241022341,,6810,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000195004724004452/xsl144X01/primary_doc.xml,20240605,AMD
0000002488-24-000090,2024-05-30,,2024-05-30T20:12:39.000Z,34,SD,001-07882,241005512,,331738,0,0,formsd-amd2023.htm,SD,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000090/formsd-amd2023.htm,20240530,AMD
0001972362-24-000769,2024-05-23,,2024-05-23T21:44:14.000Z,33,144,001-07882,24979957,,4699,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000197236224000769/xsl144X01/primary_doc.xml,20240523,AMD
0000002488-24-000088,2024-05-21,2024-05-18,2024-05-21T20:20:19.000Z,,4,,,,7312,0,0,xslF345X05/wk-form4_1716322805.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000088/xslF345X05/wk-form4_1716322805.xml,20240518,AMD
0000002488-24-000086,2024-05-21,2024-05-18,2024-05-21T20:17:40.000Z,,4,,,,6670,0,0,xslF345X05/wk-form4_1716322648.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000086/xslF345X05/wk-form4_1716322648.xml,20240518,AMD
0000002488-24-000084,2024-05-21,2024-05-18,2024-05-21T20:14:55.000Z,,4,,,,6720,0,0,xslF345X05/wk-form4_1716322484.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000084/xslF345X05/wk-form4_1716322484.xml,20240518,AMD
0000002488-24-000082,2024-05-21,2024-05-18,2024-05-21T20:12:04.000Z,,4,,,,6653,0,0,xslF345X05/wk-form4_1716322302.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000082/xslF345X05/wk-form4_1716322302.xml,20240518,AMD
0000002488-24-000080,2024-05-17,2024-05-16,2024-05-17T20:14:26.000Z,,4,,,,6224,0,0,xslF345X05/wk-form4_1715976853.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000080/xslF345X05/wk-form4_1715976853.xml,20240516,AMD
0000002488-24-000078,2024-05-17,2024-05-15,2024-05-17T20:09:21.000Z,,4,,,,13042,0,0,xslF345X05/wk-form4_1715976538.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000078/xslF345X05/wk-form4_1715976538.xml,20240515,AMD
0001950047-24-003747,2024-05-15,,2024-05-15T20:47:22.000Z,33,144,001-07882,24952097,,6114,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000195004724003747/xsl144X01/primary_doc.xml,20240515,AMD
0000002488-24-000076,2024-05-13,2024-05-08,2024-05-13T20:23:38.000Z,34,8-K,001-07882,24939408,5.07,179257,1,1,amd-20240508.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000076/amd-20240508.htm,20240508,AMD
0000002488-24-000074,2024-05-10,2024-05-08,2024-05-10T20:32:28.000Z,,4,,,,5407,0,0,xslF345X05/wk-form4_1715373137.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000074/xslF345X05/wk-form4_1715373137.xml,20240508,AMD
0000002488-24-000072,2024-05-10,2024-05-08,2024-05-10T20:30:00.000Z,,4,,,,5511,0,0,xslF345X05/wk-form4_1715372989.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000072/xslF345X05/wk-form4_1715372989.xml,20240508,AMD
0000002488-24-000070,2024-05-10,2024-05-08,2024-05-10T20:27:24.000Z,,4,,,,5380,0,0,xslF345X05/wk-form4_1715372831.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000070/xslF345X05/wk-form4_1715372831.xml,20240508,AMD
0000002488-24-000068,2024-05-10,2024-05-08,2024-05-10T20:23:47.000Z,,4,,,,5347,0,0,xslF345X05/wk-form4_1715372617.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000068/xslF345X05/wk-form4_1715372617.xml,20240508,AMD
0000002488-24-000066,2024-05-10,2024-05-08,2024-05-10T20:20:31.000Z,,4,,,,5296,0,0,xslF345X05/wk-form4_1715372415.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000066/xslF345X05/wk-form4_1715372415.xml,20240508,AMD
0000002488-24-000064,2024-05-10,2024-05-08,2024-05-10T20:18:25.000Z,,4,,,,5247,0,0,xslF345X05/wk-form4_1715372281.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000064/xslF345X05/wk-form4_1715372281.xml,20240508,AMD
0000002488-24-000062,2024-05-10,2024-05-08,2024-05-10T20:16:23.000Z,,4,,,,5635,0,0,xslF345X05/wk-form4_1715372172.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000062/xslF345X05/wk-form4_1715372172.xml,20240508,AMD
0000002488-24-000060,2024-05-10,2024-05-08,2024-05-10T20:13:59.000Z,,4,,,,5280,0,0,xslF345X05/wk-form4_1715372017.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000060/xslF345X05/wk-form4_1715372017.xml,20240508,AMD
0000002488-24-000058,2024-05-10,2024-05-08,2024-05-10T20:09:15.000Z,,4,,,,12002,0,0,xslF345X05/wk-form4_1715371745.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000058/xslF345X05/wk-form4_1715371745.xml,20240508,AMD
0001950047-24-003497,2024-05-08,,2024-05-08T20:24:51.000Z,33,144,001-07882,24926589,,7684,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000195004724003497/xsl144X01/primary_doc.xml,20240508,AMD
0000002488-24-000056,2024-05-01,2024-03-30,2024-05-01T20:10:44.000Z,34,10-Q,001-07882,24903087,,6999051,1,1,amd-20240330.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000056/amd-20240330.htm,20240330,AMD
0000002488-24-000054,2024-04-30,2024-04-30,2024-04-30T20:16:31.000Z,34,8-K,001-07882,24897486,"2.02,7.01,9.01",4303045,1,1,amd-20240430.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000054/amd-20240430.htm,20240430,AMD
0000002488-24-000050,2024-04-17,2024-04-15,2024-04-17T20:13:10.000Z,,4,,,,8263,0,0,xslF345X05/wk-form4_1713384777.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000050/xslF345X05/wk-form4_1713384777.xml,20240415,AMD
0000002488-24-000048,2024-04-17,2024-04-15,2024-04-17T20:11:18.000Z,,4,,,,8935,0,0,xslF345X05/wk-form4_1713384666.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000048/xslF345X05/wk-form4_1713384666.xml,20240415,AMD
0001950047-24-003060,2024-04-15,,2024-04-15T20:05:11.000Z,33,144,001-07882,24844666,,6114,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000195004724003060/xsl144X01/primary_doc.xml,20240415,AMD
0001193125-24-076535,2024-03-25,2023-12-30,2024-03-25T20:26:59.000Z,34,ARS,001-07882,24779557,,4223018,0,0,d648557dars.pdf,ARS,https://www.sec.gov/Archives/edgar/data/0000002488/000119312524076535/d648557dars.pdf,20231230,AMD
0001193125-24-076521,2024-03-25,,2024-03-25T20:21:58.000Z,34,DEFA14A,001-07882,24779501,,1003107,0,0,d788361ddefa14a.htm,DEFA14A,https://www.sec.gov/Archives/edgar/data/0000002488/000119312524076521/d788361ddefa14a.htm,20240325,AMD
0001193125-24-076513,2024-03-25,2024-05-08,2024-03-25T20:20:22.000Z,34,DEF 14A,001-07882,24779478,,7173671,1,1,d653280ddef14a.htm,DEF 14A,https://www.sec.gov/Archives/edgar/data/0000002488/000119312524076513/d653280ddef14a.htm,20240508,AMD
0000002488-24-000046,2024-03-19,2024-03-15,2024-03-19T20:27:03.000Z,,4,,,,8272,0,0,xslF345X05/wk-form4_1710879996.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000046/xslF345X05/wk-form4_1710879996.xml,20240315,AMD
0000002488-24-000044,2024-03-19,2024-03-15,2024-03-19T20:23:42.000Z,,4,,,,9020,0,0,xslF345X05/wk-form4_1710879806.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000044/xslF345X05/wk-form4_1710879806.xml,20240315,AMD
0000002488-24-000042,2024-03-19,2024-03-15,2024-03-19T20:19:51.000Z,,4,,,,8292,0,0,xslF345X05/wk-form4_1710879579.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000042/xslF345X05/wk-form4_1710879579.xml,20240315,AMD
0000002488-24-000040,2024-03-19,2024-03-15,2024-03-19T20:17:06.000Z,,4,,,,14719,0,0,xslF345X05/wk-form4_1710879411.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000040/xslF345X05/wk-form4_1710879411.xml,20240315,AMD
0000002488-24-000038,2024-03-15,2024-03-13,2024-03-15T20:13:26.000Z,,4,,,,17788,0,0,xslF345X05/wk-form4_1710533592.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000038/xslF345X05/wk-form4_1710533592.xml,20240313,AMD
0001950047-24-002333,2024-03-15,,2024-03-15T20:08:31.000Z,33,144,001-07882,24754790,,5414,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000195004724002333/xsl144X01/primary_doc.xml,20240315,AMD
0001950047-24-002258,2024-03-13,,2024-03-13T20:23:27.000Z,33,144,001-07882,24746247,,6969,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000195004724002258/xsl144X01/primary_doc.xml,20240313,AMD
0000002488-24-000036,2024-03-11,2024-03-07,2024-03-11T20:22:08.000Z,,4,,,,8393,0,0,xslF345X05/wk-form4_1710188422.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000036/xslF345X05/wk-form4_1710188422.xml,20240307,AMD
0001972362-24-000370,2024-03-08,,2024-03-08T22:23:51.000Z,33,144,001-07882,24735662,,5828,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000197236224000370/xsl144X01/primary_doc.xml,20240308,AMD
0001972362-24-000354,2024-03-07,,2024-03-07T22:59:11.000Z,33,144,001-07882,24731611,,4149,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000197236224000354/xsl144X01/primary_doc.xml,20240307,AMD
0000002488-24-000033,2024-03-07,2024-03-05,2024-03-07T21:14:43.000Z,,4,,,,8786,0,0,xslF345X05/wk-form4_1709846069.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000033/xslF345X05/wk-form4_1709846069.xml,20240305,AMD
0000002488-24-000031,2024-03-07,2024-03-05,2024-03-07T21:09:41.000Z,,4,,,,4735,0,0,xslF345X05/wk-form4_1709845765.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000031/xslF345X05/wk-form4_1709845765.xml,20240305,AMD
0000002488-24-000029,2024-03-06,2024-03-04,2024-03-06T21:09:18.000Z,,4,,,,4913,0,0,xslF345X05/wk-form4_1709759337.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000029/xslF345X05/wk-form4_1709759337.xml,20240304,AMD
0001972362-24-000308,2024-03-04,,2024-03-04T23:25:41.000Z,33,144,001-07882,24717159,,4704,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000197236224000308/xsl144X01/primary_doc.xml,20240304,AMD
0000002488-24-000027,2024-03-04,2024-02-29,2024-03-04T22:48:32.000Z,,4,,,,4464,0,0,xslF345X05/wk-form4_1709592498.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000027/xslF345X05/wk-form4_1709592498.xml,20240229,AMD
0000002488-24-000025,2024-02-23,2024-02-21,2024-02-23T21:09:46.000Z,,4,,,,12719,0,0,xslF345X05/wk-form4_1708722554.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000025/xslF345X05/wk-form4_1708722554.xml,20240221,AMD
0001950047-24-001216,2024-02-21,,2024-02-21T21:25:20.000Z,33,144,001-07882,24659965,,6896,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000195004724001216/xsl144X01/primary_doc.xml,20240221,AMD
0001628280-24-005629,2024-02-20,2024-02-15,2024-02-20T21:55:11.000Z,,4,,,,8296,0,0,xslF345X05/wk-form4_1708466088.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000162828024005629/xslF345X05/wk-form4_1708466088.xml,20240215,AMD
0001628280-24-005617,2024-02-20,2024-02-15,2024-02-20T21:48:47.000Z,,4,,,,8298,0,0,xslF345X05/wk-form4_1708465711.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000162828024005617/xslF345X05/wk-form4_1708465711.xml,20240215,AMD
0001628280-24-005612,2024-02-20,2024-02-15,2024-02-20T21:46:07.000Z,,4,,,,11730,0,0,xslF345X05/wk-form4_1708465534.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000162828024005612/xslF345X05/wk-form4_1708465534.xml,20240215,AMD
0001628280-24-005607,2024-02-20,2024-02-15,2024-02-20T21:42:06.000Z,,4,,,,10805,0,0,xslF345X05/wk-form4_1708465290.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000162828024005607/xslF345X05/wk-form4_1708465290.xml,20240215,AMD
0001628280-24-005605,2024-02-20,2024-02-13,2024-02-20T21:39:57.000Z,,3,,,,11940,0,0,xslF345X02/wk-form3_1708465183.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/0000002488/000162828024005605/xslF345X02/wk-form3_1708465183.xml,20240213,AMD
0001628280-24-005599,2024-02-20,2024-02-15,2024-02-20T21:35:14.000Z,,4,,,,14719,0,0,xslF345X05/wk-form4_1708464866.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000162828024005599/xslF345X05/wk-form4_1708464866.xml,20240215,AMD
0001628280-24-005593,2024-02-20,2024-02-13,2024-02-20T21:32:26.000Z,34,8-K,001-07882,24654016,"5.02,5.03,9.01",397895,1,1,amd-20240213.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000162828024005593/amd-20240213.htm,20240213,AMD
0000002488-24-000020,2024-02-16,2024-02-14,2024-02-16T21:15:26.000Z,,4,,,,8108,0,0,xslF345X05/wk-form4_1708118101.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000020/xslF345X05/wk-form4_1708118101.xml,20240214,AMD
0001950047-24-000960,2024-02-15,,2024-02-15T21:08:07.000Z,33,144,001-07882,24643859,,4715,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000195004724000960/xsl144X01/primary_doc.xml,20240215,AMD
0001104659-24-020184,2024-02-13,,2024-02-13T21:55:57.000Z,34,SC 13G/A,005-07443,24627212,,13044,0,0,tv0191-advancedmicrodevicesi.htm,SCHEDULE 13G/A,https://www.sec.gov/Archives/edgar/data/0000002488/000110465924020184/tv0191-advancedmicrodevicesi.htm,20240213,AMD
0000002488-24-000018,2024-02-07,2024-02-05,2024-02-07T21:07:34.000Z,,4,,,,11894,0,0,xslF345X05/wk-form4_1707340044.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000018/xslF345X05/wk-form4_1707340044.xml,20240205,AMD
0000002488-24-000016,2024-02-06,2024-02-02,2024-02-06T21:23:00.000Z,,4,,,,10326,0,0,xslF345X05/wk-form4_1707254568.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000016/xslF345X05/wk-form4_1707254568.xml,20240202,AMD
0000002488-24-000014,2024-02-06,2024-02-02,2024-02-06T21:12:53.000Z,,4,,,,15040,0,0,xslF345X05/wk-form4_1707253960.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000014/xslF345X05/wk-form4_1707253960.xml,20240202,AMD
0001972362-24-000072,2024-02-05,,2024-02-05T22:00:20.000Z,33,144,001-07882,24596592,,4778,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000197236224000072/xsl144X01/primary_doc.xml,20240205,AMD
0001972362-24-000064,2024-02-02,,2024-02-02T19:19:59.000Z,33,144,001-07882,24590289,,5242,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000197236224000064/xsl144X01/primary_doc.xml,20240202,AMD
0002007317-24-000051,2024-02-02,,2024-02-02T18:55:43.000Z,33,144,001-07882,24590127,,5889,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000200731724000051/xsl144X01/primary_doc.xml,20240202,AMD
0001086364-24-006081,2024-02-01,,2024-02-01T15:38:18.000Z,34,SC 13G/A,005-07443,24585445,,13896,0,0,us0079031078_020124.txt,,https://www.sec.gov/Archives/edgar/data/0000002488/000108636424006081/us0079031078_020124.txt,20240201,AMD
0000002488-24-000012,2024-01-31,2023-12-30,2024-01-31T22:16:39.000Z,34,10-K,001-07882,24583949,,13561516,1,1,amd-20231230.htm,10-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000012/amd-20231230.htm,20231230,AMD
0000002488-24-000009,2024-01-30,2024-01-30,2024-01-30T21:16:19.000Z,34,8-K,001-07882,24578374,"2.02,7.01,9.01",6064557,1,1,amd-20240130.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000009/amd-20240130.htm,20240130,AMD
0000002488-24-000005,2024-01-17,2024-01-15,2024-01-17T21:12:07.000Z,,4,,,,8297,0,0,xslF345X05/wk-form4_1705525913.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000005/xslF345X05/wk-form4_1705525913.xml,20240115,AMD
0000002488-24-000003,2024-01-17,2024-01-15,2024-01-17T21:10:04.000Z,,4,,,,8290,0,0,xslF345X05/wk-form4_1705525796.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248824000003/xslF345X05/wk-form4_1705525796.xml,20240115,AMD
0000002488-23-000208,2023-12-11,2023-12-07,2023-12-11T21:13:23.000Z,,4,,,,4564,0,0,xslF345X05/wk-form4_1702329193.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248823000208/xslF345X05/wk-form4_1702329193.xml,20231207,AMD
0000002488-23-000205,2023-12-07,2023-12-05,2023-12-07T22:00:15.000Z,,4,,,,14411,0,0,xslF345X05/wk-form4_1701986396.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248823000205/xslF345X05/wk-form4_1701986396.xml,20231205,AMD
0001950047-23-005680,2023-12-05,,2023-12-05T21:23:55.000Z,33,144,001-07882,231466917,,6067,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000195004723005680/xsl144X01/primary_doc.xml,20231205,AMD
0000002488-23-000203,2023-11-29,2023-11-27,2023-11-29T21:29:18.000Z,,4,,,,8027,0,0,xslF345X05/wk-form4_1701293348.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248823000203/xslF345X05/wk-form4_1701293348.xml,20231127,AMD
0001950047-23-005000,2023-11-15,,2023-11-15T21:07:46.000Z,33,144,001-07882,231410626,,6033,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000195004723005000/xsl144X01/primary_doc.xml,20231115,AMD
0000002488-23-000201,2023-11-09,2023-11-07,2023-11-09T21:14:53.000Z,,4,,,,18274,0,0,xslF345X05/wk-form4_1699564479.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248823000201/xslF345X05/wk-form4_1699564479.xml,20231107,AMD
0000002488-23-000199,2023-11-09,2023-11-07,2023-11-09T21:09:07.000Z,,4,,,,4898,0,0,xslF345X05/wk-form4_1699564105.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248823000199/xslF345X05/wk-form4_1699564105.xml,20231107,AMD
0001972362-23-000915,2023-11-07,,2023-11-07T22:32:12.000Z,33,144,001-07882,231385245,,4692,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000197236223000915/xsl144X01/primary_doc.xml,20231107,AMD
0000002488-23-000197,2023-11-07,2023-11-03,2023-11-07T21:16:33.000Z,,4,,,,4401,0,0,xslF345X05/wk-form4_1699391753.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248823000197/xslF345X05/wk-form4_1699391753.xml,20231103,AMD
0001950047-23-004782,2023-11-07,,2023-11-07T21:10:07.000Z,33,144,001-07882,231383793,,6067,0,0,xsl144X01/primary_doc.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000195004723004782/xsl144X01/primary_doc.xml,20231107,AMD
0000002488-23-000195,2023-11-01,2023-09-30,2023-11-01T20:20:28.000Z,34,10-Q,001-07882,231368533,,7985382,1,1,amd-20230930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000002488/000000248823000195/amd-20230930.htm,20230930,AMD
0000002488-23-000192,2023-10-31,2023-10-31,2023-10-31T20:16:56.000Z,34,8-K,001-07882,231364741,"2.02,7.01,9.01",4905071,1,1,amd-20231031.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248823000192/amd-20231031.htm,20231031,AMD
0000000000-23-011366,2023-10-17,,2023-10-17T20:36:06.000Z,,UPLOAD,,,,39735,0,0,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/0000002488/000000000023011366/filename1.pdf,20231017,AMD
0000002488-23-000188,2023-10-04,,2023-10-04T22:31:45.000Z,,CORRESP,,,,65910,0,0,filename1.htm,,https://www.sec.gov/Archives/edgar/data/0000002488/000000248823000188/filename1.htm,20231004,AMD
0001193125-23-239303,2023-09-21,,2023-09-21T15:45:55.000Z,,CORRESP,,,,15125,0,0,filename1.htm,,https://www.sec.gov/Archives/edgar/data/0000002488/000119312523239303/filename1.htm,20230921,AMD
0000002488-23-000183,2023-09-14,2023-09-12,2023-09-14T20:08:46.000Z,,4,,,,18273,0,0,xslF345X05/wk-form4_1694722114.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248823000183/xslF345X05/wk-form4_1694722114.xml,20230912,AMD
